k,name,in_iM,gene_weight,regulator,function,category
24,24,True,0.2521691814707157,,,
51,51,True,0.1004108978556453,,,
29,29,True,0.0384287707610873,,,
22,22,False,0.0795532288269399,,,
46,46,False,-0.040673517583136,,,
9,9,False,0.0385462353262083,,,
11,11,False,-0.0328617352630915,,,
13,13,False,0.0301864931743358,,,
45,45,False,0.0291374241139228,,,
37,SG_4,False,-0.0254182290380795,,,
34,SG_3,False,0.0228101995307558,,,
14,14,False,-0.0225175667881898,,,
50,SG_9,False,-0.0219833760746871,,,
52,52,False,-0.020384584190541,,,
42,42,False,0.0193614313024621,,,
1,1,False,-0.019067656769795,,,
41,41,False,0.0187865423025314,,,
4,4,False,-0.0184708608960305,,,
15,15,False,0.0182224595804093,,,
20,20,False,-0.0181087296254389,,,
35,35,False,-0.0180979764289844,,,
31,31,False,-0.0176224055628746,,,
33,33,False,-0.0175210031469055,,,
40,SG_6,False,-0.0174138969620463,,,
48,48,False,0.0154133911421342,,,
17,17,False,-0.0132157996910442,,,
5,5,False,-0.0126596124049494,,,
25,25,False,-0.0125993225145873,,,
0,0,False,0.0114995186914245,,,
32,32,False,-0.0107838348938786,,,
38,SG_5,False,0.0099666853506384,,,
44,SG_7,False,0.0090676093625725,,,
49,49,False,-0.0089059773254789,,,
36,36,False,-0.0087743542021701,,,
26,26,False,0.008644225244466,,,
3,SG_1,False,-0.0078889321027852,,,
23,23,False,-0.0053315134751505,,,
39,39,False,0.0047151432373712,,,
21,21,False,0.0043638690852925,,,
19,19,False,-0.004243725500883,,,
43,43,False,-0.004047743294562,,,
16,16,False,0.0040377388250151,,,
10,10,False,0.0039410138100233,,,
47,SG_8,False,-0.0036256892053641,,,
2,2,False,0.0032212421541794,,,
7,7,False,-0.0028667683679479,,,
27,27,False,0.0027627532227646,,,
12,SG_2,False,-0.0025428409207717,,,
28,28,False,0.0021595094246484,,,
8,8,False,-0.0015351173565113,,,
30,30,False,0.0010169497866107,,,
18,18,False,-0.0009612743655725,,,
6,6,False,-0.0003165304891357,,,
