k,name,in_iM,gene_weight,regulator,function,category
39,39,True,-0.0350688297808227,,,
23,23,True,-0.0302322476131136,,,
14,14,False,0.0398829774529201,,,
11,11,False,0.0329646235678715,,,
26,26,False,0.0257581011041184,,,
16,16,False,0.0199668240560714,,,
31,31,False,-0.019862653833945,,,
45,45,False,-0.0173805566266002,,,
18,18,False,0.0170403779752511,,,
21,21,False,0.0156218088982382,,,
46,46,False,-0.0154573968941243,,,
12,SG_2,False,-0.0153456820530576,,,
25,25,False,0.0146723092839618,,,
33,33,False,-0.0144624886554627,,,
9,9,False,0.0137996965538008,,,
44,SG_7,False,-0.0105257898052915,,,
17,17,False,-0.0104482805093518,,,
7,7,False,-0.0100756221251221,,,
36,36,False,-0.0094980410498264,,,
32,32,False,-0.0094027228406384,,,
27,27,False,0.009076756960773,,,
1,1,False,0.0081849118280226,,,
19,19,False,0.008139406456015,,,
37,SG_4,False,-0.007856304095345,,,
38,SG_5,False,-0.0071416418571223,,,
40,SG_6,False,0.0065708848758271,,,
13,13,False,-0.0063552440045601,,,
20,20,False,0.0061702155686491,,,
48,48,False,0.0060800408983888,,,
15,15,False,-0.0055461073318302,,,
2,2,False,0.005357375235261,,,
35,35,False,0.0041554732909451,,,
4,4,False,-0.0039724537717843,,,
22,22,False,-0.0039695401693711,,,
41,41,False,-0.0038748971067031,,,
3,SG_1,False,0.0037907354651306,,,
42,42,False,0.003778556521642,,,
30,30,False,-0.0031325226118348,,,
29,29,False,0.0027929218213429,,,
51,51,False,0.0027179268051349,,,
43,43,False,-0.0025699035875287,,,
52,52,False,0.0025124907075504,,,
0,0,False,0.0023785814979554,,,
34,SG_3,False,0.0021652525189216,,,
24,24,False,0.0020199529372898,,,
28,28,False,-0.0019375170896784,,,
10,10,False,0.0019093547884726,,,
47,SG_8,False,-0.001687888837584,,,
8,8,False,0.0011429910744151,,,
6,6,False,-0.0009644861178532,,,
49,49,False,-0.0003897191905634,,,
50,SG_9,False,0.0003148400053746,,,
5,5,False,-0.0002617421899775,,,
