k,name,in_iM,gene_weight,regulator,function,category
25,25,False,-0.0250725036427506,,,
39,39,False,0.0231538276658948,,,
36,36,False,-0.0227738795663771,,,
6,6,False,-0.0207276567246717,,,
47,SG_8,False,-0.0174842576992078,,,
10,10,False,-0.0154157880692847,,,
29,29,False,0.0143980486149882,,,
15,15,False,0.0141878867537575,,,
13,13,False,-0.0139839757801084,,,
38,SG_5,False,0.0132446867083922,,,
18,18,False,0.0119758455113931,,,
28,28,False,-0.0107728560062248,,,
24,24,False,0.0105225532099414,,,
35,35,False,0.0103018446077508,,,
19,19,False,0.0095885222472912,,,
1,1,False,0.0094719648989285,,,
48,48,False,-0.0093290905675326,,,
14,14,False,0.0087829065196286,,,
7,7,False,-0.0086343682781653,,,
2,2,False,-0.0082851905871405,,,
41,41,False,0.0081267950739901,,,
27,27,False,0.0078540598650618,,,
5,5,False,0.0078205086627815,,,
3,SG_1,False,0.0077777023899037,,,
20,20,False,0.0075557179295116,,,
33,33,False,-0.0069372105601312,,,
23,23,False,-0.0067416831694609,,,
26,26,False,0.0065970876792434,,,
49,49,False,-0.0064768669630083,,,
46,46,False,0.006119538673169,,,
11,11,False,-0.0059220538302969,,,
52,52,False,0.0058741621123633,,,
40,SG_6,False,0.0058384944080234,,,
31,31,False,0.005055637233171,,,
0,0,False,0.0047841312760351,,,
12,SG_2,False,-0.0047085255299217,,,
9,9,False,-0.0044071305556258,,,
43,43,False,-0.0042601408666881,,,
42,42,False,-0.0040482265608564,,,
51,51,False,-0.0038145499243378,,,
17,17,False,0.0032185087474325,,,
22,22,False,-0.0031158482862313,,,
30,30,False,-0.0028262361331336,,,
21,21,False,0.0027534800171092,,,
34,SG_3,False,-0.0026081094507197,,,
32,32,False,-0.001898969566026,,,
16,16,False,0.001858341786483,,,
44,SG_7,False,-0.0015706649067803,,,
4,4,False,0.0008881583524895,,,
8,8,False,-0.0008872380020932,,,
50,SG_9,False,-0.0007900317627387,,,
37,SG_4,False,0.0003172746962804,,,
45,45,False,-0.0002762476386986,,,
