k,name,in_iM,gene_weight,regulator,function,category
45,45,True,0.0870651854789112,,,
23,23,True,0.0701166917424305,,,
17,17,True,0.0437332664789668,,,
35,35,False,0.0579604004803656,,,
22,22,False,0.0489928377111826,,,
0,0,False,-0.0295557219964193,,,
1,1,False,0.0282100509802794,,,
15,15,False,0.0264600142691244,,,
48,48,False,0.025124482486102,,,
24,24,False,-0.0238280577077773,,,
9,9,False,0.0230674554111959,,,
51,51,False,0.0202190464848634,,,
50,SG_9,False,-0.0187792298161438,,,
43,43,False,0.018573711933287,,,
20,20,False,0.0182114875277703,,,
42,42,False,-0.0179981201012407,,,
29,29,False,0.0178926466589099,,,
27,27,False,-0.0172579446197532,,,
12,SG_2,False,0.0168026886396348,,,
31,31,False,0.0145624991099829,,,
16,16,False,0.0143712995537951,,,
44,SG_7,False,0.0136561326817955,,,
26,26,False,0.0106491726905133,,,
32,32,False,-0.0104636208948315,,,
39,39,False,0.0102472414540539,,,
47,SG_8,False,0.009141983693083,,,
41,41,False,-0.008586378390741,,,
37,SG_4,False,0.0078739027720405,,,
5,5,False,-0.0076008295936504,,,
2,2,False,0.0075126044505768,,,
11,11,False,-0.0071204359890966,,,
40,SG_6,False,-0.0069482378501316,,,
3,SG_1,False,-0.0067555025144325,,,
28,28,False,0.0065315051769077,,,
49,49,False,-0.0065241229868935,,,
52,52,False,0.0055964787101818,,,
21,21,False,0.0052183782144479,,,
7,7,False,0.004721693014106,,,
8,8,False,0.0044863996335416,,,
25,25,False,-0.0043761640737303,,,
13,13,False,-0.0033708629550396,,,
34,SG_3,False,-0.0028252312623913,,,
33,33,False,0.0027067124979246,,,
19,19,False,-0.0024941785233749,,,
4,4,False,-0.0024056722768244,,,
6,6,False,0.0021888737159414,,,
10,10,False,-0.0020367358378707,,,
38,SG_5,False,0.0015596169792721,,,
36,36,False,-0.0013956954702142,,,
18,18,False,0.0011689264534822,,,
30,30,False,0.0011528063701636,,,
14,14,False,0.0007450779147365,,,
46,46,False,-0.0006861054054747,,,
