k,name,in_iM,gene_weight,regulator,function,category
29,29,False,0.0136510334078865,,,
0,0,False,-0.0121548162474213,,,
33,33,False,0.0116625865372513,,,
15,15,False,0.0093219612089341,,,
18,18,False,-0.0087013048862796,,,
24,24,False,0.0079254778516797,,,
41,41,False,0.0071278873181772,,,
39,39,False,-0.0067693847774683,,,
43,43,False,-0.0065940283183699,,,
19,19,False,-0.0063815200297305,,,
46,46,False,0.00559563010781,,,
30,30,False,-0.0055290794585217,,,
45,45,False,-0.0051598333257621,,,
6,6,False,-0.0051491707163998,,,
44,SG_7,False,0.0050555124670888,,,
21,21,False,-0.0050001030007264,,,
25,25,False,-0.0048865459282866,,,
38,SG_5,False,0.004804823236256,,,
16,16,False,-0.0046234664678566,,,
2,2,False,0.0044737643681759,,,
3,SG_1,False,-0.004357329495099,,,
1,1,False,-0.0043472409582397,,,
42,42,False,-0.0042543954330663,,,
36,36,False,0.0040424057434744,,,
27,27,False,-0.0038677484550601,,,
7,7,False,-0.0038399648147901,,,
52,52,False,-0.0038363920160059,,,
20,20,False,-0.0035321525678033,,,
4,4,False,-0.0034880165895029,,,
23,23,False,0.0034041299711976,,,
47,SG_8,False,-0.0033787148340206,,,
22,22,False,-0.0028920568318526,,,
51,51,False,0.0027811615502941,,,
49,49,False,0.0026250591824958,,,
5,5,False,-0.0026204685620329,,,
34,SG_3,False,-0.0024396480029125,,,
35,35,False,-0.0023983084572665,,,
40,SG_6,False,-0.0023634685695971,,,
28,28,False,-0.0023446253494125,,,
17,17,False,-0.0020812528263155,,,
12,SG_2,False,-0.0020614243036776,,,
48,48,False,-0.001830998058459,,,
37,SG_4,False,-0.0017588032788331,,,
32,32,False,-0.0017563354548256,,,
11,11,False,-0.0015852621462182,,,
8,8,False,0.0015180517378675,,,
14,14,False,0.0014178427010021,,,
50,SG_9,False,0.0013514819542271,,,
26,26,False,0.0008938779072433,,,
10,10,False,0.0006858240156827,,,
9,9,False,-0.0006280315213979,,,
13,13,False,0.0004282121042157,,,
31,31,False,2.4086021271591845e-05,,,
