k,name,in_iM,gene_weight,regulator,function,category
39,39,True,0.051150502862958,,,
17,17,False,0.0169649970688012,,,
18,18,False,-0.0158969520304632,,,
23,23,False,0.0152282197902738,,,
14,14,False,-0.0136881363979612,,,
45,45,False,-0.0133377277209429,,,
38,SG_5,False,-0.0130936792652616,,,
11,11,False,0.0125202425147155,,,
29,29,False,0.0111155020758069,,,
19,19,False,-0.0097144135188685,,,
24,24,False,0.0095786839270597,,,
16,16,False,0.0092920631143659,,,
25,25,False,-0.008412933754064,,,
1,1,False,-0.0083678962085465,,,
0,0,False,0.007912078792815,,,
49,49,False,0.0074166748499278,,,
12,SG_2,False,-0.0072493624217661,,,
22,22,False,-0.0068797895883111,,,
15,15,False,-0.0068018290932658,,,
20,20,False,0.0064664110599366,,,
37,SG_4,False,-0.006202829821259,,,
34,SG_3,False,-0.0060774426003744,,,
33,33,False,-0.0056909065198382,,,
28,28,False,0.0056267709745541,,,
7,7,False,-0.005499093617755,,,
41,41,False,-0.0049974343531572,,,
3,SG_1,False,-0.0049670781775939,,,
2,2,False,-0.0048325879164514,,,
36,36,False,0.0039097533864473,,,
50,SG_9,False,0.0036060574665951,,,
4,4,False,0.0035829890839069,,,
6,6,False,-0.0034768316232808,,,
48,48,False,-0.0031623123598992,,,
40,SG_6,False,-0.003142077018869,,,
42,42,False,-0.0030451928784508,,,
21,21,False,-0.0023905212257717,,,
46,46,False,-0.0023870135026638,,,
30,30,False,0.0021090289866901,,,
52,52,False,0.0019986581682096,,,
43,43,False,0.0015722120976826,,,
10,10,False,0.0014994269867747,,,
8,8,False,-0.0014327839435123,,,
26,26,False,0.001336680546622,,,
35,35,False,-0.0012273695524955,,,
31,31,False,0.0011519038565729,,,
51,51,False,0.0010789164345883,,,
13,13,False,-0.0007496607160747,,,
32,32,False,-0.0007401508039264,,,
27,27,False,-0.0006845535564293,,,
9,9,False,0.0004632648784079,,,
44,SG_7,False,-0.0003552076268644,,,
5,5,False,0.0002680226757472,,,
47,SG_8,False,6.004699071309847e-05,,,
