k,name,in_iM,gene_weight,regulator,function,category
20,20,False,0.0206989062547624,,,
17,17,False,-0.0182068318478982,,,
29,29,False,0.0159381159975048,,,
11,11,False,-0.0140624295433404,,,
39,39,False,0.0101323096154897,,,
2,2,False,-0.0093313818283143,,,
33,33,False,0.0089244592860763,,,
19,19,False,-0.008157392914285,,,
46,46,False,-0.0076824768380616,,,
51,51,False,0.0074717574496812,,,
1,1,False,-0.0073972364699237,,,
13,13,False,0.0069400098759314,,,
52,52,False,0.006801822591003,,,
23,23,False,0.006640681076729,,,
41,41,False,0.0063732469525769,,,
25,25,False,0.0061488982901163,,,
10,10,False,0.0060274786155757,,,
18,18,False,-0.0058884761807624,,,
14,14,False,-0.005303992596017,,,
9,9,False,-0.0051140495248638,,,
42,42,False,-0.0048895287516501,,,
34,SG_3,False,0.004539692516887,,,
50,SG_9,False,-0.0042433420053628,,,
44,SG_7,False,-0.0038712946059387,,,
15,15,False,0.0038077050705852,,,
6,6,False,-0.003657693949089,,,
7,7,False,-0.0034884626961808,,,
38,SG_5,False,-0.0032334704992079,,,
5,5,False,-0.0031451499040179,,,
45,45,False,0.0030892933095614,,,
43,43,False,-0.0028865143119635,,,
30,30,False,0.0022389276359923,,,
0,0,False,-0.0020022726000089,,,
28,28,False,-0.0019731419861626,,,
31,31,False,-0.0018031017442377,,,
49,49,False,0.0017829264897262,,,
37,SG_4,False,-0.001641773580686,,,
32,32,False,-0.0016266303840775,,,
21,21,False,-0.0015445746934074,,,
47,SG_8,False,0.0013051383397921,,,
27,27,False,-0.0012797166499225,,,
3,SG_1,False,0.001264188096858,,,
22,22,False,-0.0009443241592149,,,
4,4,False,-0.0009254010546135,,,
16,16,False,-0.0007881171815498,,,
36,36,False,-0.0005994962823516,,,
24,24,False,-0.000531774334024,,,
12,SG_2,False,-0.0004949445939521,,,
26,26,False,-0.000303928402643,,,
8,8,False,0.000202878634204,,,
48,48,False,-0.0001751431847277,,,
40,SG_6,False,-0.0001674049848691,,,
35,35,False,1.964744643548425e-05,,,
