k,name,in_iM,gene_weight,regulator,function,category
31,31,False,0.0473249234872389,,,
45,45,False,0.0462992922017742,,,
26,26,False,0.0297806316630673,,,
13,13,False,-0.0269566857979104,,,
12,SG_2,False,-0.0220048320099893,,,
10,10,False,0.020831842949986,,,
43,43,False,0.0204468554356569,,,
40,SG_6,False,0.0203681229233686,,,
37,SG_4,False,-0.0190255577594401,,,
30,30,False,-0.0174987672221503,,,
23,23,False,0.0159288916380998,,,
0,0,False,-0.0150940737737722,,,
34,SG_3,False,0.0149859324082338,,,
20,20,False,0.0147301586315777,,,
1,1,False,0.0139888316085095,,,
5,5,False,-0.0136482836610098,,,
50,SG_9,False,-0.012168561364879,,,
49,49,False,0.0112624836142019,,,
41,41,False,-0.0105310300892643,,,
28,28,False,-0.0103153016272126,,,
15,15,False,0.0096225038561961,,,
51,51,False,-0.0094647021105782,,,
19,19,False,-0.0093040113048728,,,
38,SG_5,False,-0.0090910187756344,,,
7,7,False,0.0088651580524218,,,
39,39,False,-0.0079905794450851,,,
25,25,False,-0.0077445534660084,,,
18,18,False,0.0069118258723432,,,
6,6,False,0.0058309976388352,,,
52,52,False,0.0057553338263495,,,
48,48,False,0.0056771848789302,,,
46,46,False,0.005623000457368,,,
47,SG_8,False,-0.0053343425036087,,,
24,24,False,-0.0048462882909935,,,
3,SG_1,False,0.0045587270096571,,,
35,35,False,0.0042397952837144,,,
29,29,False,-0.0041536524855545,,,
2,2,False,0.0039594729748622,,,
14,14,False,0.0038832725598776,,,
22,22,False,0.0038750002716199,,,
17,17,False,-0.0037644514383076,,,
16,16,False,0.0037350470000014,,,
11,11,False,-0.0036213990341127,,,
9,9,False,0.0034851557637874,,,
32,32,False,-0.0031273034933469,,,
33,33,False,-0.0029993145815201,,,
42,42,False,-0.0029723771716456,,,
8,8,False,-0.0022879045366679,,,
4,4,False,-0.0020319400175424,,,
36,36,False,0.0015773293906795,,,
44,SG_7,False,0.0015193731285559,,,
27,27,False,0.0013598520261113,,,
21,21,False,0.0008127290934494,,,
