k,name,in_iM,gene_weight,regulator,function,category
19,19,False,-0.0127147027635155,,,
15,15,False,0.0123157612826757,,,
25,25,False,-0.0106784946922479,,,
28,28,False,0.009464703683643,,,
33,33,False,0.0092286534970966,,,
16,16,False,-0.0086717523266192,,,
3,SG_1,False,-0.0081322755868209,,,
17,17,False,0.0076829736259604,,,
14,14,False,-0.0075182964812436,,,
26,26,False,-0.0071282522504232,,,
42,42,False,-0.006722413529619,,,
9,9,False,0.0065906784519298,,,
24,24,False,-0.0063873363047792,,,
36,36,False,0.0063765725322052,,,
6,6,False,-0.0058963992099469,,,
45,45,False,-0.0057352256782878,,,
49,49,False,-0.0052981665402838,,,
13,13,False,0.0052384193247397,,,
51,51,False,0.0051048089971271,,,
18,18,False,0.0047722351595099,,,
11,11,False,-0.00476094146222,,,
0,0,False,-0.0044922764324889,,,
43,43,False,0.0042601269599975,,,
23,23,False,-0.0036074136891061,,,
47,SG_8,False,-0.0035780794287895,,,
30,30,False,-0.0035279767034693,,,
48,48,False,0.0032607403888985,,,
21,21,False,-0.002920482550656,,,
1,1,False,-0.002869993524837,,,
31,31,False,0.0026555428880326,,,
37,SG_4,False,0.0026178305643884,,,
20,20,False,-0.0024959482001065,,,
5,5,False,-0.0023807139551902,,,
35,35,False,-0.002214474937219,,,
39,39,False,-0.0021038680190302,,,
27,27,False,-0.0020950073546503,,,
40,SG_6,False,0.0020707643174119,,,
12,SG_2,False,0.001816262504879,,,
10,10,False,0.0015720482036685,,,
22,22,False,0.0014550123374856,,,
34,SG_3,False,0.0014543087681799,,,
8,8,False,0.0013273588804719,,,
38,SG_5,False,-0.00128808378878,,,
29,29,False,-0.0010377466688459,,,
46,46,False,-0.0007992570051326,,,
7,7,False,0.0007815282512531,,,
44,SG_7,False,-0.0006822877437098,,,
32,32,False,0.0005343589314304,,,
4,4,False,0.0004062729352767,,,
50,SG_9,False,-0.0003391756162929,,,
52,52,False,-0.0002634625203296,,,
2,2,False,-0.0001082736601695,,,
41,41,False,-2.0881168809474973e-05,,,
