k,name,in_iM,gene_weight,regulator,function,category
9,9,True,0.2647434226647842,,,
29,29,False,-0.0232323531174983,,,
12,SG_2,False,0.0227156558585352,,,
7,7,False,0.021472386189288,,,
41,41,False,0.0207910363799051,,,
15,15,False,-0.0202717020423884,,,
49,49,False,0.0198022711486991,,,
25,25,False,0.0176892138699668,,,
20,20,False,0.01700431963127,,,
14,14,False,-0.014624137615243,,,
31,31,False,-0.0143834393008152,,,
27,27,False,0.0136602301128177,,,
38,SG_5,False,0.0129046556539231,,,
36,36,False,0.0107639090941486,,,
26,26,False,-0.0106649571081089,,,
37,SG_4,False,0.0099854467317764,,,
39,39,False,0.0098521190124468,,,
21,21,False,-0.0094421686519173,,,
42,42,False,-0.0087466080632273,,,
43,43,False,-0.0081817378173389,,,
19,19,False,-0.0073760043649511,,,
18,18,False,-0.0073041516486262,,,
44,SG_7,False,0.00699479450444,,,
48,48,False,-0.0068329872728606,,,
11,11,False,-0.0054936982862673,,,
16,16,False,-0.005254153487986,,,
1,1,False,0.0051880027619242,,,
17,17,False,0.0050642831443613,,,
3,SG_1,False,0.0050397198581653,,,
35,35,False,0.004816160056699,,,
0,0,False,-0.0041210080553123,,,
8,8,False,-0.0041206719102108,,,
24,24,False,-0.003563589640424,,,
13,13,False,-0.0034566847713411,,,
2,2,False,0.0034019233100992,,,
23,23,False,-0.0033255091299331,,,
33,33,False,0.0032303003426716,,,
46,46,False,-0.0029652489984374,,,
34,SG_3,False,-0.0028594491783597,,,
45,45,False,-0.0025454678748986,,,
52,52,False,0.0025190859575135,,,
40,SG_6,False,-0.0023061522543791,,,
28,28,False,0.0022269398821508,,,
30,30,False,0.0022128043946286,,,
10,10,False,-0.0018885683638514,,,
5,5,False,0.0013346264511028,,,
6,6,False,-0.0012976432549124,,,
51,51,False,-0.0012384236523584,,,
32,32,False,-0.0008712840538207,,,
47,SG_8,False,0.0007455248539128,,,
50,SG_9,False,0.0004325357051729,,,
4,4,False,0.0003271576628521,,,
22,22,False,3.2960835694052455e-05,,,
