k,name,in_iM,gene_weight,regulator,function,category
22,22,False,0.0147356369014863,,,
19,19,False,-0.0120032500673583,,,
24,24,False,-0.0119301159455126,,,
45,45,False,-0.011236287271728,,,
39,39,False,-0.0103048841730971,,,
6,6,False,0.009280908145399,,,
12,SG_2,False,0.0087449984600063,,,
17,17,False,-0.0085923902990984,,,
16,16,False,-0.0083473910717859,,,
23,23,False,-0.0081384655903944,,,
0,0,False,0.0081013502194175,,,
29,29,False,0.0076878044949308,,,
14,14,False,-0.007609691239037,,,
2,2,False,0.0075046254888237,,,
4,4,False,0.0071321136490112,,,
38,SG_5,False,-0.0070202069108763,,,
27,27,False,-0.0067097495740998,,,
3,SG_1,False,0.0066485462243294,,,
34,SG_3,False,-0.0066391900707507,,,
43,43,False,-0.0065101719178398,,,
5,5,False,-0.006307411919286,,,
47,SG_8,False,0.006216187329541,,,
20,20,False,-0.0057852701441314,,,
15,15,False,0.0057801311985998,,,
10,10,False,0.0053055281131158,,,
48,48,False,-0.0050873658687224,,,
36,36,False,0.0049852356835699,,,
40,SG_6,False,-0.004871230115569,,,
52,52,False,0.0047678977438027,,,
33,33,False,0.0044597739277717,,,
51,51,False,-0.0039082264828891,,,
9,9,False,-0.0038423542720264,,,
1,1,False,-0.0035830549498709,,,
31,31,False,-0.0035294851781005,,,
21,21,False,-0.0035264066380851,,,
35,35,False,0.0035196723004478,,,
41,41,False,-0.003328882125743,,,
25,25,False,-0.0031815916585477,,,
7,7,False,0.0026481662284236,,,
37,SG_4,False,0.0026273266856018,,,
46,46,False,-0.0021976723155907,,,
8,8,False,0.0020090787198869,,,
44,SG_7,False,-0.0019494214481184,,,
26,26,False,0.0018832968560586,,,
28,28,False,-0.0016448843424642,,,
18,18,False,-0.0015436535060981,,,
50,SG_9,False,-0.0014169998103244,,,
42,42,False,0.0013742060499068,,,
11,11,False,0.0012083570593641,,,
32,32,False,-0.0010006870573233,,,
30,30,False,-0.0002722779984542,,,
13,13,False,-0.0002704362874842,,,
49,49,False,7.19851016475398e-05,,,
