k,name,in_iM,gene_weight,regulator,function,category
41,41,True,0.0526569030561674,,,
0,0,True,0.0417179725997897,,,
15,15,False,-0.0193081463418965,,,
1,1,False,0.0156445633721227,,,
29,29,False,0.0131116294400607,,,
14,14,False,0.0124466496050487,,,
18,18,False,0.0117116574285095,,,
11,11,False,0.0099335758260858,,,
43,43,False,0.008976774523408,,,
13,13,False,-0.0080902033572032,,,
10,10,False,-0.0079278130374786,,,
9,9,False,-0.0071446528334174,,,
20,20,False,-0.006460431663681,,,
52,52,False,-0.0060517310166607,,,
8,8,False,-0.0060026956820387,,,
51,51,False,0.0057235924133968,,,
36,36,False,-0.0054501456596551,,,
21,21,False,0.0051107326905888,,,
49,49,False,0.0049740373059075,,,
39,39,False,0.0048286461700687,,,
44,SG_7,False,-0.0045467464877728,,,
17,17,False,0.0042950166652079,,,
4,4,False,0.0042428292977957,,,
7,7,False,0.0041120572155417,,,
19,19,False,-0.0039603943178204,,,
33,33,False,-0.0034206102877758,,,
25,25,False,0.002983743738928,,,
47,SG_8,False,0.0029177362446171,,,
32,32,False,-0.0029061428963218,,,
40,SG_6,False,-0.0027863128222984,,,
31,31,False,-0.002528102032574,,,
30,30,False,0.0024530828276525,,,
28,28,False,-0.0022703382646715,,,
16,16,False,-0.002172372504146,,,
24,24,False,0.0021717169578011,,,
50,SG_9,False,0.002090672570531,,,
46,46,False,0.001838059223272,,,
6,6,False,0.0017758097107181,,,
22,22,False,-0.0013830014587846,,,
48,48,False,0.0012280511362049,,,
23,23,False,0.0010448734971801,,,
2,2,False,0.0010400863415696,,,
38,SG_5,False,0.0009790284043797,,,
12,SG_2,False,0.0006322773462099,,,
27,27,False,0.0005136960460868,,,
45,45,False,-0.0005090962133033,,,
35,35,False,-0.0003912846116905,,,
5,5,False,0.0003688284157095,,,
26,26,False,-0.0003319016551029,,,
3,SG_1,False,0.0002565068900734,,,
37,SG_4,False,-0.0001884193467444,,,
42,42,False,0.0001605028297001,,,
34,SG_3,False,-0.0001464848769292,,,
