k,name,in_iM,gene_weight,regulator,function,category
51,51,True,-0.036845289067491,,,
37,SG_4,False,0.0299464757903721,,,
29,29,False,-0.0268828592708236,,,
19,19,False,-0.0237202923402026,,,
33,33,False,-0.0233529446859474,,,
23,23,False,0.0211155484599886,,,
16,16,False,0.0209113124801261,,,
1,1,False,0.0194399075460185,,,
26,26,False,-0.0177939114225155,,,
49,49,False,-0.0162290098186776,,,
31,31,False,-0.0149597562782228,,,
7,7,False,-0.0149380476061179,,,
12,SG_2,False,0.0135183566323682,,,
25,25,False,0.0125705766591459,,,
43,43,False,-0.0120800867439669,,,
2,2,False,-0.0120184628350626,,,
11,11,False,-0.0119448851769836,,,
40,SG_6,False,-0.0118123789446591,,,
45,45,False,0.0111451816832616,,,
21,21,False,-0.0096655677844876,,,
48,48,False,-0.0092679464380799,,,
42,42,False,-0.0092642341541218,,,
44,SG_7,False,-0.0088540029190018,,,
28,28,False,-0.0088243535990189,,,
20,20,False,0.0084205789695618,,,
15,15,False,-0.0083309700550771,,,
13,13,False,0.0081289615350609,,,
0,0,False,-0.0078875920558949,,,
14,14,False,0.007267186076132,,,
10,10,False,-0.0069776400533712,,,
35,35,False,0.0058158971760541,,,
39,39,False,-0.0055897765450654,,,
18,18,False,0.0055295888886366,,,
36,36,False,-0.0055130776569965,,,
22,22,False,0.0049712686683825,,,
9,9,False,0.0047185277772581,,,
27,27,False,0.004259062288338,,,
6,6,False,0.0038898812024273,,,
8,8,False,-0.0035672061201461,,,
47,SG_8,False,-0.0033267429316081,,,
4,4,False,0.0031864489462836,,,
24,24,False,-0.0031126789395019,,,
34,SG_3,False,-0.0028959816668871,,,
50,SG_9,False,-0.0028670909785696,,,
17,17,False,-0.0025342273153894,,,
3,SG_1,False,0.0024030197972244,,,
41,41,False,-0.0018599503402531,,,
38,SG_5,False,0.0014664116041136,,,
30,30,False,-0.0008009233163985,,,
52,52,False,-0.0007468320611606,,,
46,46,False,-0.000741081240434,,,
5,5,False,0.0006492795782516,,,
32,32,False,-0.0005654386314361,,,
