k,name,in_iM,gene_weight,regulator,function,category
31,31,True,0.1340441798097913,,,
25,25,False,0.0549072353224289,,,
16,16,False,0.0193795428198221,,,
19,19,False,0.0192235848633226,,,
36,36,False,0.0149259607995232,,,
39,39,False,0.0148435345950776,,,
22,22,False,0.0121996435499942,,,
11,11,False,0.0107857569533882,,,
38,SG_5,False,0.010499919911987,,,
23,23,False,-0.0104546036061862,,,
18,18,False,0.0099946700020678,,,
27,27,False,-0.009652605697666,,,
26,26,False,0.009608929500198,,,
40,SG_6,False,-0.0087443195966661,,,
14,14,False,-0.0087348964794934,,,
3,SG_1,False,-0.0085446285299803,,,
15,15,False,-0.0080998914944931,,,
46,46,False,-0.0060925126511385,,,
1,1,False,-0.0059731712378293,,,
33,33,False,0.0059623220020065,,,
43,43,False,-0.0056290381789268,,,
48,48,False,-0.0055834005986316,,,
21,21,False,0.0048409762188285,,,
51,51,False,0.0046442586464499,,,
7,7,False,0.0046438023631119,,,
28,28,False,-0.0041057036077815,,,
10,10,False,-0.0040901900577612,,,
0,0,False,-0.0037281110483711,,,
24,24,False,-0.0037025989994776,,,
52,52,False,0.0034726145664595,,,
30,30,False,0.0033969254520987,,,
8,8,False,-0.0033449383089591,,,
45,45,False,-0.0031457929000618,,,
5,5,False,-0.0030626057536268,,,
44,SG_7,False,-0.0030247434715668,,,
50,SG_9,False,0.0025734325159793,,,
47,SG_8,False,0.0020506083895043,,,
4,4,False,0.0020185362981381,,,
17,17,False,-0.0019201781343886,,,
9,9,False,-0.001737871773702,,,
12,SG_2,False,0.0015330223907981,,,
41,41,False,-0.001378180391425,,,
34,SG_3,False,0.0012382867470597,,,
37,SG_4,False,-0.0011671565570538,,,
13,13,False,-0.0009760448108676,,,
20,20,False,-0.0006864513969121,,,
35,35,False,0.0006483826680127,,,
29,29,False,-0.0006205501334078,,,
6,6,False,0.0005930818312867,,,
49,49,False,-0.000390417215256,,,
32,32,False,-0.0002703228329766,,,
2,2,False,-0.0002616987271692,,,
42,42,False,0.0001582029112842,,,
