k,name,in_iM,gene_weight,regulator,function,category
15,15,True,0.0399511478044975,,,
25,25,False,0.0829417607283931,,,
31,31,False,0.0265196157759116,,,
1,1,False,0.0257457099350106,,,
43,43,False,0.0233012410827737,,,
45,45,False,0.0232227545609044,,,
33,33,False,-0.0226493999112447,,,
0,0,False,0.0218474773449937,,,
36,36,False,-0.0211651693634202,,,
20,20,False,-0.0211366810414457,,,
29,29,False,0.0184840432473294,,,
18,18,False,-0.0171462170545306,,,
51,51,False,-0.0147184846207053,,,
7,7,False,-0.0116614998147243,,,
14,14,False,0.0109889608510382,,,
39,39,False,-0.010882225740387,,,
42,42,False,-0.0107782762239973,,,
23,23,False,0.0092920610760417,,,
30,30,False,-0.008688598307654,,,
9,9,False,-0.0084100489424519,,,
46,46,False,0.0079323186786591,,,
11,11,False,0.0077418323801434,,,
24,24,False,0.0071893093794812,,,
27,27,False,0.006565818702273,,,
3,SG_1,False,-0.0065632624891431,,,
21,21,False,0.0064932113302326,,,
37,SG_4,False,0.0063269821485586,,,
40,SG_6,False,0.0061544412134001,,,
4,4,False,0.0057530273374395,,,
47,SG_8,False,0.005699882885819,,,
50,SG_9,False,-0.0053379178384362,,,
17,17,False,-0.0052926094806895,,,
22,22,False,0.0047739905833317,,,
38,SG_5,False,-0.0043925013074112,,,
34,SG_3,False,-0.0043754884556952,,,
2,2,False,-0.0041281864005557,,,
52,52,False,-0.0039125509739912,,,
41,41,False,0.0038952446637965,,,
48,48,False,-0.0038902693451148,,,
32,32,False,0.0037807078939236,,,
44,SG_7,False,0.0032654570697793,,,
6,6,False,-0.0030163439979338,,,
19,19,False,-0.0028960994062931,,,
16,16,False,0.0027401861395707,,,
13,13,False,-0.0027062941951412,,,
8,8,False,-0.0019607276166329,,,
49,49,False,0.0014784771802487,,,
35,35,False,-0.0013522038692326,,,
5,5,False,-0.0011329699666693,,,
12,SG_2,False,0.001121778855183,,,
26,26,False,0.0007669317332522,,,
10,10,False,0.0005412422320262,,,
28,28,False,-9.92089961205057e-05,,,
