k,name,in_iM,gene_weight,regulator,function,category
52,52,True,0.059053112141736,,,
26,26,False,0.0445478941818802,,,
3,SG_1,False,-0.0388816000155633,,,
1,1,False,-0.0361029517633736,,,
49,49,False,0.0349878323564146,,,
4,4,False,0.0295411794851146,,,
44,SG_7,False,0.0282272166174387,,,
13,13,False,-0.0231980055171753,,,
37,SG_4,False,-0.0231274126597804,,,
25,25,False,-0.0221656159642779,,,
27,27,False,-0.0211315177417944,,,
7,7,False,0.0209204719879646,,,
29,29,False,0.0207523483137693,,,
0,0,False,0.0191181330498234,,,
47,SG_8,False,-0.0178128808457616,,,
19,19,False,-0.0174663793666907,,,
51,51,False,-0.0170289018599494,,,
43,43,False,0.0165179523538071,,,
28,28,False,-0.0143971511729024,,,
24,24,False,0.0142445153385632,,,
30,30,False,-0.0141085471203007,,,
22,22,False,-0.0127980063579476,,,
23,23,False,-0.012646284057364,,,
48,48,False,-0.0123559975553884,,,
33,33,False,-0.0111417950046322,,,
17,17,False,0.0110750643418638,,,
34,SG_3,False,-0.0109818788072069,,,
41,41,False,0.0106961830533394,,,
9,9,False,0.0101507521301351,,,
39,39,False,-0.009648576876831,,,
46,46,False,0.0092003215341808,,,
38,SG_5,False,-0.0089191464919995,,,
36,36,False,0.0089066255053504,,,
45,45,False,0.0085427892771018,,,
2,2,False,-0.0085195144064375,,,
10,10,False,0.0073755973710316,,,
18,18,False,-0.0073626440153005,,,
31,31,False,-0.0068117083943655,,,
40,SG_6,False,-0.0046408388853149,,,
5,5,False,-0.004211749367592,,,
12,SG_2,False,-0.003348574221829,,,
42,42,False,0.0031084854041487,,,
15,15,False,0.002952978779216,,,
8,8,False,-0.0024344578009862,,,
11,11,False,-0.0024324635828331,,,
35,35,False,-0.0022828216772231,,,
14,14,False,-0.0022296639707321,,,
50,SG_9,False,0.0021548174036988,,,
21,21,False,0.0016505084845653,,,
16,16,False,0.000994106130531,,,
6,6,False,-0.0009336546619119,,,
32,32,False,0.0002452276268218,,,
20,20,False,0.0001828320233318,,,
