k,name,in_iM,gene_weight,regulator,function,category
29,29,True,-0.0398712083388267,,,
16,16,False,0.0315572802607413,,,
20,20,False,0.0267983581129777,,,
19,19,False,-0.0171318442128111,,,
27,27,False,-0.0155616071631202,,,
49,49,False,-0.0150288592953418,,,
11,11,False,-0.0148669579844143,,,
10,10,False,0.0126766207219144,,,
2,2,False,-0.0123911533887745,,,
12,SG_2,False,-0.0115651971987875,,,
17,17,False,-0.0114066290610726,,,
9,9,False,-0.0113754096511324,,,
41,41,False,-0.0111238332446441,,,
28,28,False,-0.0110732381517107,,,
36,36,False,0.0104581898948752,,,
1,1,False,0.009758798724447,,,
22,22,False,0.0096700391310238,,,
30,30,False,0.0091506622611627,,,
8,8,False,-0.0088406660073395,,,
31,31,False,-0.0083363925388858,,,
52,52,False,-0.0081843820859093,,,
48,48,False,0.008173847079443,,,
38,SG_5,False,-0.007786557342998,,,
39,39,False,0.0075797123283249,,,
21,21,False,0.0072495719750228,,,
0,0,False,-0.0071707984614408,,,
24,24,False,0.0064356753563369,,,
45,45,False,0.0063579116816474,,,
23,23,False,-0.0059519287968579,,,
6,6,False,-0.0053205595229725,,,
43,43,False,0.0052946324916211,,,
26,26,False,-0.0051775933912879,,,
13,13,False,-0.0047477877049394,,,
25,25,False,0.0046864162574888,,,
4,4,False,-0.0046370036981626,,,
42,42,False,0.0039741142616922,,,
18,18,False,-0.003508422224194,,,
44,SG_7,False,-0.0032415653845598,,,
3,SG_1,False,0.0027167268689218,,,
32,32,False,0.0025673863931877,,,
51,51,False,-0.0023923816394471,,,
5,5,False,-0.0022283824701411,,,
46,46,False,-0.0018662697010331,,,
47,SG_8,False,0.0017729735670699,,,
7,7,False,0.0016818847818546,,,
37,SG_4,False,-0.001657157552723,,,
33,33,False,0.0015799780037018,,,
14,14,False,0.0015145136078269,,,
35,35,False,-0.0013894841974074,,,
34,SG_3,False,0.0013095139315073,,,
15,15,False,-0.0011685753198512,,,
50,SG_9,False,-0.0005500000664276,,,
40,SG_6,False,0.0002690294235065,,,
