k,name,in_iM,gene_weight,regulator,function,category
0,0,False,0.0336714330483556,,,
45,45,False,0.0148344955033273,,,
51,51,False,0.0146554649093206,,,
15,15,False,-0.014084532587364,,,
23,23,False,-0.0137400118149583,,,
20,20,False,0.0136685439078651,,,
29,29,False,0.0128883243383403,,,
48,48,False,0.0114183765711742,,,
37,SG_4,False,0.0103063230323161,,,
41,41,False,-0.0097600824319132,,,
12,SG_2,False,-0.0095873206265077,,,
31,31,False,-0.0087975423765526,,,
10,10,False,0.0087964184371512,,,
2,2,False,0.0077818537319159,,,
18,18,False,-0.0075723231471488,,,
47,SG_8,False,-0.0072650879371475,,,
26,26,False,0.0071468268390214,,,
30,30,False,-0.0068338274137971,,,
4,4,False,0.0065796820730806,,,
22,22,False,0.0065637167922024,,,
6,6,False,-0.0064236571287377,,,
42,42,False,-0.0061681685896203,,,
16,16,False,-0.0060734295158844,,,
3,SG_1,False,-0.0060632902146362,,,
27,27,False,-0.0059202192396389,,,
5,5,False,-0.0052975145217621,,,
38,SG_5,False,-0.0052857936401297,,,
24,24,False,0.005249205221673,,,
13,13,False,0.0047800949385206,,,
35,35,False,-0.0043396100923741,,,
43,43,False,0.0043032119232594,,,
28,28,False,-0.0040873229154809,,,
11,11,False,0.0040607433841719,,,
39,39,False,0.0039370677237817,,,
17,17,False,-0.0039275246740254,,,
44,SG_7,False,-0.0035912193714665,,,
36,36,False,0.0034249188797313,,,
33,33,False,0.0030422966827154,,,
52,52,False,-0.0026865014749202,,,
7,7,False,-0.0024676662222196,,,
49,49,False,0.002465041517536,,,
8,8,False,-0.0024557288654376,,,
34,SG_3,False,-0.0021838129218487,,,
21,21,False,0.00213523717993,,,
14,14,False,-0.001833157429643,,,
32,32,False,-0.0012002158890157,,,
1,1,False,-0.0011757108891428,,,
46,46,False,0.0011296730038875,,,
50,SG_9,False,-0.0009427941213481,,,
40,SG_6,False,0.0008423701222232,,,
19,19,False,-0.0008366881903253,,,
25,25,False,0.0006920210474734,,,
9,9,False,0.0004592917866457,,,
