k,name,in_iM,gene_weight,regulator,function,category
23,23,False,0.021351002312717,,,
39,39,False,-0.0202676177502402,,,
40,SG_6,False,0.0186690584687894,,,
1,1,False,-0.0122472929419795,,,
17,17,False,0.0114136941641802,,,
26,26,False,-0.0111943968714016,,,
28,28,False,-0.0109209382007063,,,
24,24,False,0.0107827642417591,,,
15,15,False,-0.0104079632958317,,,
11,11,False,0.010138110324512,,,
52,52,False,0.0099852721563444,,,
12,SG_2,False,-0.0099567744183782,,,
22,22,False,-0.0098205576268912,,,
19,19,False,-0.0093485720891115,,,
50,SG_9,False,0.0092447704201577,,,
37,SG_4,False,-0.0092397863712985,,,
20,20,False,0.008285002941856,,,
42,42,False,-0.0081122641858407,,,
18,18,False,0.006687280803628,,,
4,4,False,-0.0058861141221812,,,
13,13,False,-0.0056525829657321,,,
45,45,False,-0.0056249935484292,,,
41,41,False,-0.0055645387893687,,,
31,31,False,-0.005331161077416,,,
25,25,False,-0.0052256679644022,,,
46,46,False,0.0052188498977926,,,
34,SG_3,False,-0.0047221674075754,,,
33,33,False,0.0047198057430734,,,
43,43,False,0.0047044052459159,,,
6,6,False,0.0045394266645116,,,
47,SG_8,False,-0.0042428646765075,,,
44,SG_7,False,-0.0041596763082025,,,
0,0,False,0.0040104105490633,,,
30,30,False,-0.0038577666288901,,,
3,SG_1,False,0.0037554768343694,,,
14,14,False,-0.0036514479360402,,,
9,9,False,0.0034685799738532,,,
7,7,False,0.0034441109627985,,,
2,2,False,-0.0031217764720557,,,
10,10,False,-0.0031008342904835,,,
27,27,False,-0.0029264358548225,,,
21,21,False,-0.0025197126539621,,,
38,SG_5,False,0.002372110372015,,,
5,5,False,-0.0021573072938112,,,
48,48,False,-0.0017622365053856,,,
16,16,False,-0.0016673286614509,,,
29,29,False,0.0014935760017697,,,
36,36,False,0.0010105109249717,,,
49,49,False,0.000914965301999,,,
51,51,False,-0.0006830157870031,,,
32,32,False,-0.0001721539432487,,,
35,35,False,-8.557476632972626e-05,,,
8,8,False,3.0000165870382768e-05,,,
