k,name,in_iM,gene_weight,regulator,function,category
49,49,False,0.018619019723159,,,
23,23,False,0.0149721489009412,,,
20,20,False,0.0125167101894691,,,
42,42,False,-0.0123530128981735,,,
29,29,False,0.0110831183395308,,,
6,6,False,-0.0109350147547063,,,
35,35,False,-0.00960210021541,,,
13,13,False,0.0088856278839314,,,
47,SG_8,False,-0.0085032664962686,,,
36,36,False,-0.0084556357921319,,,
38,SG_5,False,0.0082855154766124,,,
14,14,False,-0.0080496947070082,,,
51,51,False,0.0078795489960873,,,
19,19,False,-0.007382250161247,,,
52,52,False,-0.0069936402981347,,,
39,39,False,-0.0063964964027803,,,
50,SG_9,False,-0.0063311180063932,,,
25,25,False,-0.0063128758007043,,,
33,33,False,0.0060098892715146,,,
45,45,False,-0.0056288273271542,,,
30,30,False,-0.0048423177816384,,,
0,0,False,-0.0047956832104738,,,
21,21,False,-0.0047143508126846,,,
34,SG_3,False,-0.0044977040727121,,,
41,41,False,0.0044486056452526,,,
27,27,False,0.0042070533678906,,,
10,10,False,0.004088077030873,,,
11,11,False,-0.003976195925576,,,
24,24,False,-0.0037838678279323,,,
1,1,False,-0.0033087323963145,,,
48,48,False,0.0030572021331974,,,
15,15,False,0.0029540524322815,,,
17,17,False,-0.0028314711167936,,,
22,22,False,-0.0027716723249599,,,
5,5,False,-0.0027352526293948,,,
37,SG_4,False,0.0023426570112748,,,
46,46,False,-0.002268996144813,,,
16,16,False,-0.0021987601074021,,,
4,4,False,-0.0019195997948692,,,
26,26,False,0.0018585518024731,,,
12,SG_2,False,0.0016442260619141,,,
3,SG_1,False,0.0016043309274881,,,
7,7,False,0.0013896126930716,,,
18,18,False,0.001115926753354,,,
31,31,False,-0.0011120194099235,,,
32,32,False,-0.0010931420109097,,,
28,28,False,0.0009554392951978,,,
40,SG_6,False,0.0008975174229327,,,
9,9,False,0.000770993675434,,,
2,2,False,-0.0005196409071467,,,
8,8,False,-0.0003711045001125,,,
43,43,False,-0.00026669226314,,,
44,SG_7,False,-6.57770505773595e-05,,,
