k,name,in_iM,gene_weight,regulator,function,category
41,41,True,-0.0272122694963466,,,
29,29,False,-0.0204815625742471,,,
16,16,False,-0.0181750981132724,,,
4,4,False,0.0165247210957083,,,
0,0,False,0.0148289250710515,,,
17,17,False,-0.0126619029309937,,,
5,5,False,-0.012426576210947,,,
10,10,False,-0.0120108430373859,,,
31,31,False,-0.011665429965667,,,
12,SG_2,False,-0.0111705884930916,,,
14,14,False,-0.0108919303730068,,,
13,13,False,0.0101539947627482,,,
43,43,False,-0.0098407074939616,,,
47,SG_8,False,0.0097199146354027,,,
9,9,False,-0.0092786222161211,,,
37,SG_4,False,-0.0092325491754526,,,
49,49,False,-0.0089745857582716,,,
39,39,False,-0.0083761304657243,,,
44,SG_7,False,-0.0083684467891366,,,
20,20,False,-0.0080219762077692,,,
19,19,False,-0.0072123750512554,,,
40,SG_6,False,-0.0070360201893463,,,
30,30,False,0.00701331964199,,,
51,51,False,0.006730943383614,,,
50,SG_9,False,-0.0066830422828156,,,
34,SG_3,False,0.0065909119603053,,,
22,22,False,0.0057029102161041,,,
18,18,False,0.005589385990702,,,
28,28,False,-0.0052807807946122,,,
6,6,False,0.0050747585100957,,,
42,42,False,0.0049792272299099,,,
35,35,False,-0.0049673391372351,,,
48,48,False,0.0044802451731041,,,
36,36,False,-0.0041978626417072,,,
8,8,False,-0.0041552374999996,,,
38,SG_5,False,0.0040328471389111,,,
3,SG_1,False,-0.0038349057788237,,,
46,46,False,-0.0037486168420753,,,
21,21,False,-0.0036878456711682,,,
15,15,False,0.0035934454216245,,,
25,25,False,-0.0033981669010276,,,
24,24,False,0.0032918923803863,,,
33,33,False,-0.0032785657496348,,,
11,11,False,0.0032781037179739,,,
2,2,False,0.0030301714101667,,,
32,32,False,0.0028223168137705,,,
1,1,False,-0.0024727718079121,,,
27,27,False,-0.0021970070385839,,,
23,23,False,0.0015295053834061,,,
45,45,False,0.0011223218374853,,,
52,52,False,-0.0007340221684496,,,
7,7,False,0.0006075498172339,,,
26,26,False,-0.0003901282161669,,,
