k,name,in_iM,gene_weight,regulator,function,category
29,29,False,-0.0228145199686863,,,
23,23,False,0.018514416417405,,,
24,24,False,0.0114927187014039,,,
14,14,False,0.0114136022975769,,,
10,10,False,-0.011366854607136,,,
52,52,False,-0.0107680439620508,,,
38,SG_5,False,0.0099567415379936,,,
15,15,False,0.0086826258276437,,,
42,42,False,-0.0081402304945736,,,
13,13,False,0.0080871956827184,,,
31,31,False,-0.0076110692160126,,,
35,35,False,-0.007595200082386,,,
41,41,False,-0.0064215367711238,,,
20,20,False,-0.0061735174581296,,,
30,30,False,-0.0060560702192227,,,
50,SG_9,False,0.0056585656862882,,,
2,2,False,0.0047073031839461,,,
25,25,False,-0.0042296900872205,,,
49,49,False,0.0039889243775306,,,
32,32,False,-0.0038493724750965,,,
0,0,False,-0.0037698905137071,,,
28,28,False,0.0036457900512907,,,
33,33,False,0.00346743836293,,,
48,48,False,-0.0034282662765585,,,
3,SG_1,False,0.0033410384947386,,,
4,4,False,-0.0033389342410872,,,
5,5,False,-0.0032983425860132,,,
44,SG_7,False,0.0032294190417947,,,
51,51,False,-0.0031995938363733,,,
43,43,False,-0.0031071184678193,,,
47,SG_8,False,-0.0029162454612406,,,
16,16,False,0.0028991116570331,,,
17,17,False,-0.0028679969232033,,,
27,27,False,-0.0027661874266007,,,
8,8,False,-0.0027519211789834,,,
40,SG_6,False,-0.0025520703936188,,,
6,6,False,-0.0024114689783322,,,
18,18,False,0.0021074723068826,,,
1,1,False,-0.0020281877895953,,,
36,36,False,-0.0019473342500687,,,
9,9,False,0.0018913125381963,,,
26,26,False,0.0016068330583608,,,
46,46,False,0.0012147728009592,,,
11,11,False,-0.0012146270280543,,,
19,19,False,0.0011946350222761,,,
7,7,False,0.0010646506800637,,,
37,SG_4,False,-0.0010057741840112,,,
39,39,False,-0.000892772057896,,,
34,SG_3,False,0.0007914104614461,,,
45,45,False,-0.0007216867317749,,,
22,22,False,-0.0003280230965542,,,
21,21,False,0.0002517985523953,,,
12,SG_2,False,-0.0001892079438968,,,
