k,name,in_iM,gene_weight,regulator,function,category
2,2,False,0.0247483057639249,,,
49,49,False,0.0200426434281637,,,
52,52,False,-0.0182886658618699,,,
13,13,False,-0.0174800450369369,,,
30,30,False,-0.0167980585214329,,,
16,16,False,-0.013799431829154,,,
34,SG_3,False,-0.0132170530554967,,,
1,1,False,-0.0129945455965282,,,
0,0,False,-0.0116700222033713,,,
35,35,False,-0.0116116462372134,,,
19,19,False,0.0083828010980348,,,
33,33,False,0.007604009301553,,,
36,36,False,0.0075780188536143,,,
5,5,False,0.0072058283991418,,,
50,SG_9,False,0.0070740523457745,,,
42,42,False,-0.0065597183510249,,,
20,20,False,-0.0062405493270565,,,
39,39,False,-0.0061739253903125,,,
51,51,False,0.0060236365449,,,
11,11,False,0.0059621005880507,,,
23,23,False,0.0059254630020135,,,
48,48,False,0.0056613874634737,,,
10,10,False,0.0056190249797512,,,
4,4,False,-0.0055051031073567,,,
15,15,False,0.0053636844049371,,,
29,29,False,0.0053359957456093,,,
14,14,False,-0.0052195734260756,,,
22,22,False,0.0051165039860035,,,
3,SG_1,False,0.0050486878080224,,,
43,43,False,-0.0047798468784279,,,
40,SG_6,False,-0.0047596831810889,,,
24,24,False,0.0042015166088727,,,
6,6,False,0.0040912398052208,,,
26,26,False,-0.0040790656901733,,,
31,31,False,-0.0036733038940414,,,
7,7,False,0.0034897769125196,,,
45,45,False,-0.0034652358453603,,,
9,9,False,0.0030190860282362,,,
21,21,False,0.0026422930361589,,,
41,41,False,-0.0023821404210691,,,
25,25,False,-0.0023568666862235,,,
17,17,False,-0.0023015710215387,,,
44,SG_7,False,-0.001937717749533,,,
12,SG_2,False,-0.0017051852176785,,,
37,SG_4,False,-0.001371252185988,,,
46,46,False,0.0013267961651069,,,
8,8,False,-0.001133039781786,,,
47,SG_8,False,-0.0010457051176905,,,
28,28,False,0.0010367439889332,,,
18,18,False,0.0006501683525007,,,
38,SG_5,False,-0.0004301925021502,,,
32,32,False,-0.0002853546313568,,,
27,27,False,2.351385511920185e-05,,,
